ID,tweet,ingredients
1332713787305189381t,Why do you never Talk about Luciferase Glow in de Dark enzyme GrapheneOxide Science Journals Why do you never Squeeze    for List of all Ingredients in the Serum Topsecret Recipies are out of the Question when Millions ,1
1261753613120143362t, BTW the vaccine Moderna is making the RNA vaccine killed all the animals they tested it in Theyre going to CHANGE the way your PROTEINS code for your DNA Your children will be irreversibly harmed Dont do it,1
1292300295482089473t, Ive never gotten a flu shot and now that the FDA is investigating the use of cancerridden human DNA in those shots Im pretty glad I didnt I wont be taking the COVID19 rushtomarket vaccine either,1
1279816099534483456t,      One Advice Whosoever does not like the fasttracking of the vaccine Please do not buy this shit when this is launched PS You can wait for herd immunity or for the people showing side effects,0
1347976418274193413t, Pfizer does business Directly with Wuhan Institute of Virology the lab that created Covid19 so they had the live Virus and Created the Cure,0
1357447504191655938t,Looks like I cant take the AstraZeneca COVID vaccine Its laced with poison Dad joke for those of you with no sense of humor ,1
1354828158046851073t, Its not a vaccine its a treatment they already told us that Again evidence where it meets the legal definition of vaccine Gene therapy Perhaps you would care to mention the high rate of adverse reactions and the increasing death toll in the elderly,1
1341980905338855425t,  Now my challenge to DOST  DOH and Vaccine czar  if they will inject themselves with Sinovac at 50 per cent efficacy rate in public with media coverage as mentioned by  I would believe them If they not then how can they boost up the trust of Filipinos on vaccination ,0
1254841924109758464t, No more Chemtrails no 5G no test no Vaccine and open our beaches and parks,0
1385536310882967553t,Massive contamination of JohnsonJohnson vaccine in US production halted ,1
1312841749870645249t, Id rather believe the highly qualified whistleblower experts before the WHO  Bill gates  Governments shills scamdemic2020,0
1244654054413918208t,Johnson  Johnson should have been the last people paid to make this vaccine shit is gonna have people mutating ,0
1334469394810986499t,    Pfizer acquired Biontech in 2018 and now they are mass vaccinating the uk before the trial reports are published and peer reviewed in 2023 But TalkRadio clap clap yay vaccine ,0
1298062483110809601t,Fact or Fiction you decide The upcoming coronavirus vaccines will be slowacting euthanasia shots Hence the desperation to censor all criticism of vaccines and even reject the Russianmade vaccine which isnt a kill switch for the simple reason that Russia isnt at war with,0
1327641126422024192t,  Sir I would NEVER inject a vaccine made by the Trump Administration  Taking credit for Pfizer shows just how slimy you are  If you are going to take credit for that you should also take credit for the hundreds of thousands of Americans who died That is also on your watch,0
1325547525529546756t,They can shove it where the sun dont shine  Hospitals are told to get ready for a Covid vaccine in 3 weeks ,0
1295453723939004418t, Facui let HIV kill millions if you make vaccines out of bits of animals of course humans will catch animal diseases like covid,1
1265421344360919040t, Vaccine gang dont want any cure for Corona virus This is the reason they are pushing wrong information about Hydroxycloroquine ,0
1303153759187419138t, A vaccine that hasnt even been formulated much like the Covid App that is 100 useless  this is just political spin ,0
1356611177225334784t,COVID19 is a designed biological weapon 32 mutations  variants to date  Who thinks everyone has at least 1 strain of covid  by getting 1 vaccine without the 2nd jab has caused this dire result  The Gov Johnson was warned  warned by the WHO of this happening ,0
1370688547800317953t,  If this doctor had been vaccinated he wouldnt have had his 2nd shot by now so wouldnt have max recipient immunity And what is the extent of the vaccinated showing symptoms after later maybe contracting covid and knowing to get tested so they dont unknowingly spread covid,0
1374026344380706818t, The AstraZeneca RNA vaccine is made using aborted fetal tissue stated on the box in med jargon Its reasonable to assume cells remain in the vaccine Regardless of efficacy that is a perfectly valid religious argument to refuse the vaccine,1
1374066882676846595t,Wait a minute  Then what is in the vaccine Does that mean that its just like saline Dude  Maybe the Russians figured out that a super duper low dose works better Maybe,1
1365363936581849091t,  I hate to break it to you but people arent getting vaccinated because they realize their immune systems are the best defense and dont want to be injected with poison They really need to stop pushing these voodoo vaccines,1
1354915748871872512t,I am afraid that Tiffany Dover is unfortunately dead after the Covid Vaccine   ,0
1283011756080668672t,Will the German politicians who are fast tracking these vaccines lead by example  get publicly vaccinated when the vaccines become available Will the    Board of Directors scientists  all their investors volunteer to do the same,0
1316190369248415744t,    Hope you enjoy the free tracking chip that comes with it courtesy of Shill Gates,1
1333551845092966400t,ARE THE VACCINES BEING TESTED FOR Nanotech Heavy Metals Toxins Sterility agents Aborted baby parts Word is Moderna started working on their vaccine well before COVID19 so they are part of the GlobalistAgenda to make billions off US and inject nanoparticles for Slavery system,1
1374758646178013185t,Georgia Right to Life Articles on the COVID vaccine subject  Unethical Vaccines Exploit Innocent Human Life  Abortion Derived Cell Line Used in Johnson  Johnson Vaccine ,1
1333481900053323779t, Pfizer and all vaccines should in question Aborted fetal cells not to mention all the toxic chemicals in them doesnt take much to find this information Nope not a crazy tin foil hat whack a doodle would you put things into your children and grandchildren God Bless,1
1240503941357420544t, Pharmacutical co MODERNA manufactured the toxic vaccines,1
1327106512007753728t,Why are people okay with the 90 safe claim of the Pfizer vaccine  and NOT okay with the at worst 946 survival rate of those 70 and at best 9999 survival rate of people 0 19 ,0
1336717564345544705t,  Gotta agree We already in one day know that there is an issue with the Pfizer vaccine bad reactions for those with certain allergies Who else knows what might crop up with the limited testing the pharms did ,0
